Comments,CommentId
"Almost Perfect The Royal Park Hotel is a fantastic hotel that aspires to be up there with some of the best in the world, a fantastic entrance with space imposing mirrors marble flooring and golden framed doorways...An eclectic range of restaurants to from the traditional Chinese/Dim-Sum to a more European restaurant which also doubles as the fantastic buffet breakfast facility and a Japanese Teppanyaki eatery.Staff were attentive and welcoming and spoke excellent English, tea coffee at breakfast was always refilled quickly and efficiently and we never had to wait for a table either at Lunch or Dinner in the hotel.Room itself was a tiny bit on the small side to be perfectly honest, this is my only gripe with the hotel and the only point holding it back from a full 5 stars....maybe the room would have been a sufficient/spacious size for two but for three was just the wrong side of comfortable...but only slightly, it really wasn't that much of a worry.Amenties in room were fantastic, with every need almost being catered for from the dressing gowns in the bathroom to the mini-bar and the big LCD TV, beds were also very good too and room was well decorated throughout, with a special mention going to the spacious Shower/Bath/Toilet facility.On paper the hotel seems like it isn't in a fantastic location, but we found it to be near perfect...it's not right in the centre of HK so you don't have the noise pollution, smog etc. to contend with but its not far outside the main central area that you feel you're missing out...with Central station being a mere 10 minute MTR hop away.Another quick mention about the location if you love shopping, you'll love the location as it's practically right on top of a shopping centre!!Great experience throughout here, and would come back again as i found HK and this hotel very nice indeed.  ",358
"Very Nice 4 Star Hotel This is a very nice 4+Star Hotel. It is located about a 15-20 minute subway (MRT) ride from downtown Kowloon in the suburbs, which is really nice in terms of getting away from the noise and crowds. The hotel is connected to a few shopping centers with food courts and supermarkets. The subway (MRT) station is a 10 minutes walk thru one of the shopping centers. Hotel also has a shuttle service to downtown area. Ask for a room overlooking the river. There is a very nice walking/jogging area along the river. Rooms very nice and well appointed. Internet available in room, but I found it to be slow. I complained and they took the charge off (cost is by the minute, to US $12 max for 24 hours). Staff tries to be very accomodating. I paid about US $125/night  ",359
Great Hotel!       Flower Market shop  ,360
"Excellent Hotel We stayed one night in this hotel on a stopover in Hong Kong and we liked it very much. The room (we booked a standard one but I think they gave us an upgrade) was the best we've ever had in a hotel, large, well-equipped and clean. It had a very pleasant river view over the park next door, where scores of people came to do their morning exercises. The staff were very helpful. We didn't use any of the other hotel facilities, but I expect they were good.The only downside is that the area, Sha Tin, is pretty remote - perhaps 10 miles - from the centre of Kowloon on the East coast of the New Territories.. It's not on any of the normal tourist maps. However, it's modern and the park and the river are very pretty. The shopping malls next to the hotel are pretty comprehensive, the MTR and bus stations are very close, and there's an hourly shuttle into Kowloon. The A41 bus from the airport costs around $25, takes about 40 minutes and stops outside the door.We stayed in a hotel on the main island on our return stopover, and although we liked that too, we had fond memories of the peace of Sha Tin.  ",361
"Fine hotel, location far from central Overall, we thought his hotel to be pretty good - the staff were friendly and helpful, our room was fine though not overly spacious - the only issue for us was the hotel's location. It is a long way from what might be called the centre of Hong Kong. In our ignorance we first used taxis to get downtown. They were very expensive, so it's important to check out the alternatives. Others told us that the hotel bus was unreliable and our best journey was by train - the ticket cost 16 Dollars for the 2 of us, compared to 300 for the taxi! There is also a huge new shopping mall immediately next door to the Park Royal which is nice and convenient and that's where the train stops too.Overall, we thought the hotel was better than Hong Kong itself, which - by an large - did not impress us. We summed it up as millions of people crowded into countless high rise apartment blocks that totally over filled the very small land area available. So not great!  ",362
"Fabulous rooms Recently refurbished for the Olympic equestrian teams the rooms are modern, spacious and comfortable with all the amenities you'd expect. We stayed on the Executive Floor with private check in/out and lounge/business facilities where the service was wonderful. Nothing was too much trouble. Breakfast offered a wide selection of international cuisine and the Chinese Restaurant was the best we ate for our entire time in Hong Kong. The Newtown Plaza shopping centre is located next door which is one of the biggest in Hong Kong and also accommodates an MTR station so getting around was easy. I cannot recommend this hotel enough as long as you don't mind staying out of the city.  ",363
"Excellent hotel! We have just returned from a six night stay at the Royal Park Hotel in Shatin, Hong Kong. We booked it following reading reviews on Tripadvisor and were not disappointed. The hotel is 20 minutes outside of Hong Kong itself but travel into Kowloon is easy. There is an excellent shuttle bus from the hotel (free if you book an Executive Room package) and it runs on the hour and returns from Kowloon on the half hour. The train system is also very convenient even if it does involve a little bit of walking and the excellent Octopus Card which you can purchase at the information desk at airport arrivals makes travel a breeze. The hotel is very easy to get to from the airport. Just exit down the ramp in the middle of arrivals and at the bottom, turn right to the bus park (make sure you don't go left to the tour coaches). The card costs 150 HK dollars including 50 dollars for the card (refundable) and100 HK dollars credit. Once you go down the ramp to the exit and turn right look for bus A41, get off at the third stop, the one after the bus terminal in Shatin Mall. The driver doesn't give change so the Octopus card is your best bet and the bus stops right outside the hotel itself. 150 HK dollars covered all our travel including the star ferry, buses and trains and we didn't need to use a taxi other than from the hotel to the airport for our return which cost 320 HK dollars as our flight was early before first airport bus at 5.30am.Anyway, back to the hotel. Even though they say it is their 20th Anniversary you would never know it as it is modern, stylish, immaculately kept and very welcoming. If you can, get an Executive room package as the extra you pay is well worth it. The Executive rooms are normally on the 16th floor,and request one with a river view. All the extras make it great value as access to the Executive Lounge gives free internet access, free breakfast, access throughout the day for soft drinks and free alcoholic drinks and canapes between 6pm and 8pm. It also includes free travel on the shuttle bus and other benefits. The biggest disappointment was the hotel food. Breakfast was quite extensive but of only fair quality and we tried dinner in both the 2+2 restaurant and their Chinese Restaurant, both of which were disappointing. In fairness, when I raised my concern it was dealt with efficiently and promptly. If staying for six nights it is best to look at their extended stay package as it is a great deal even if you check out a day earlier than the package deal. Check their website carefully to see the various packages available. The staff, almost without exception were charming and helpful. We only came across one surly person all week and he was from the Concierge team. The hotel Leisure Centre looked good even though we didn't use it and all in all, we were glad we booked a hotel outside of the cente itself as it was great value for money and allowed us to escape the throbbing life of Kowloon and Hong Kong City.Amongst the many things we enjoyed were a visit to the Peak and a visit to the 10,000 Buddahs Temple in Shatin. The temple is only a 5 -10 minute walk from the hotel but beware the 500 steps you have to climb but it is worth it when you get to the top! Head for Pai Tau Village just next to the Shatin bus teminal outside the Mall and you will see the signposts for the Temple. Another great day or half day trip is to Sai Kung, a charming fishing village just a 45 minute bus ride from the hotel. We took the 299 bus from Shatin to Sai Kung and used our Octopus Cards. There are loads of great seafood restaurants round the harbour in Sai Kung. Our frustration was we had breakfast and arrived at lunchtime and therefore weren't hungry but we couldn't resist a plate of prawns in garlic with a bottle of wine. The buses run till quite late so it is possible to make an evening of it, well worth a try. We also enjoyed going to Aberdeen. Several buses go there but we took the 75 from the main Central Exchange. There is a free ferry transfer to Jumbo, allegedly the world's largest floating restaurant. We had a few beers on board overlooking the marina with some seafood samplers as canapes. This was inexpensive and a good experience. People have criticised the food on Jumbo but for a few picks it was reasonable and fun. We did find it difficult locating good restaurants but that was our fault rather than Hong Kong as people say the food is great. We found a bustling food area on Knutsford Terrace near Jordan Road. where we had a good meal. It is also worth visiting the night marketynear Jordan Road where there are loads of food outlets with many people eating in the open air, we decided to give it a miss however even though it did look authentic. One food experience we didn't do and now regret is having dinner on The Terrace at the Peninsula Hotel. Their buffet dinner is about 拢45 a head but looked stunning. If you are not stayng at the Peninsula or having dinner there, at least go into the lobby for a glass of wine. At 拢12 a glass it is not cheap but the experience transports you back to a bygone age - try it!!Another thing worth doing is to go for a walk in the park next to the hotel at 7.15am in the morning. The early morning warmth is intoxicating as you sit and watch hundreds of people doing exercises to music using fans, swords etc - a charming experience which you wouldn't get if you stayed in the city itself!!It was a long 12 hour trek from London to Hong Kong for six nights but well worth the experience. We travelled on Air New Zealand and the airline was excellent, on time, good planes and very good service and food. Would we go to Hong Kong again and repeat the experience? There is no doubt about it and we would also make the Royal Park our base.  ",364
A very nice stay       Upper lounge  ,365
"Great hotel at great rates! We booked a longstay package via the hotel website, at a great rate. The Royal Park is officially listed as a 3 star hotel, but I think that has to be reviewed: I would say it is a potential 4 to 5 star hotel.Location is outside citycenter. Hongkong has different citycenters and this hotel is conveniently located inside one of the biggest malls in HK. So no loss there as far as shopping is concerned. Downtown HK is very close by using the MTR, it takes app. 10 minutes to get there. The MTR is a very efficient and cheap means of transport as well as the intricate system of busses (doubledecker, green and red busses). Buy an Octopus card for easy travelling on all public transport.The rooms in the Royal Park were very spacious, clean and with a contemporary interior. We didn't use the breakfast or dining facilities as there were enough restaurants in the surrounding area of Sha Tin.A definite find in HK!  ",366
"Wonderful location away from downtown Kowloon Sha Tin is a great location on the edge of the New Territories. The hotel looks out over the Pearl River and it's a short walk to the riverside park. Walking along the river is a wonderful respite from Hong Kong's busy city streets. The room is large and comfortable. Breakfast in the Executive room is spartan, so the buffet restaurant is a better deal, although the selection is still not great. The hotel is located next to two large shopping centres and the MTR. It only takes a 10-15 minutes by train to Kowloon, so if you don't want to stay in the downtown area, this is a good choice.  ",367
"Bad experience when i reach the hotel, i was told to be brought up to 16th floor to check in as i'm staying executive. the receptionist called a guy to bring me up because u need the keycard to use the lift. so then we went into the lift together, he pressed 16 and 9. no idea why, he walked out of the 9th floor to continue his work i think. he did not say anything and left, so i asked, 'is this the floor i suppose to be?' he pointed at the 16th floor and left. i reached the executive floor and got lost. nobody anywhere. i wandered for 10mins to find the hidden lounge for checking in. i stayed for 2 nights, twice during breakfast, nobody greeted me, asked me if i wanted coffee or tea, i can see and hear the executive receptionist and butler talking and laughing non stop because they were right in front of my table. i was the only one having breakfast btw. since nobody seems to bother, i just do watever i want, so after breakfast i used the internet in the exec. lounge, i saw minimised blogs of the butler. cos his pics are everywhere. the mini bar in the room is really deceiving. there're only 2 cans or beer and soft drinks, thats all. being executive package, i get free mini bar consumptions and free topping up. it was not topped up at all. i also remembered when i checked in, i asked if i can use credit card for deposit and pay cash when checking out, they said yes, but when i check out, they said sorry, credit card had already been charged. i wrote in to tell them wat i had gone through but to get an email in a non apologic way saying they are sorry giving such bad experience but such experience doesnt mean overall performances for olyimpic chosen hotel. i will only go again for the price, i stayed twice and non were good in any services.  ",368
"Great hotel and staff We chose to stay in the Executive suite, it was very nice and worth paying the extra money. You have acces to the exec lounge where you can go for breakfast and have snacks and drinks all day. We also spent most nights in the exec lounge having cocktails and food, which was certainly a nice way to finish the day. It is very private and quiet in there and the staff make you feel special. We certainly would reccommend this hotel and pay the extra to have the exec floor because it is all included in the room rate. And the hotel shuttle to down town is included. The only thing which we thought was a bit misleading was the free mini bar, as it only has two cool drinks and two beers in it. But i guess if you can access free drinks all day in the exec loung it didn't matter.The staff were all wonderful and the room was great.Location is a bit away from the city but public transport/shopping centres are so close it does not matter. Being away fron the city was nice as we got a little tired of 'copy watch!!! ect  ",369
great place       yummy indian dishes  ,370
"Five shiny stars for Royal Park We had a great stay at the Royal Park. It is so conveniently located right next to a shopping mall and access to the MTR transit system (which is the only way to get around Hong Kong).The Hotel is clean and well kept and all service staff is very helpful and accomodating. The swimming pool area is very pleasant with an indoor/outdoor situation.The only complaints would be that they dont put a top sheet on the beds. Just a bottom sheet and a feather duvet with a sheet like cover that they change every day. Also, the windows dont open, so no outside air, but some people dont care about that so not too big of a deal.We tried to explain the concept of another sheet to the maid who nodded and smiled, but never seemed to get it. Communication breakdown.We were at this hotel for 10 days and would DEFINITELY go back .  ",371
Loved this Hotel in HK I styaed at this hotel in January and this hotel was great excellent services amazing rooms very clean staff was good. The locating is very good a little bit off the main thoroughfare but they provide a shuttle to Kowloon which was a bonus.When I go back to Hong I will stay here again and again. The food was also very good and staffs speak good english. If you are planning to stay here dont hesitate.  ,372
"Great Hotel  I have stayed here for 7 consecutive nights. The price is great since I am on their long stay packing..which costed me NETT HK$5200 (inclusive of all taxes) for corporate rate! The standard room is big and comes with a two seater couch too..very modern design throughout the whole hotel, they have just recently refurnished..so it is FANTASTIC. The location is abit off since I am here for business but the hotel shuttle compensate this all, it takes about 20mins from the hotel to Tsim Sha Tsui MTR, and from there u can take mtr to hong kong island in less than 5mins. there are many great malls around here, if u are here for holidays, shopping here is great, variety of international and local brands, many restaurants just a stone throw away from the hotel, and they all connected to the hotel by overhead covered bridgesThe healthclub is fantastic, I used the gym every night and hardly anyone there.. the pool is big enough, it stretches from indoor to outdoor and of the right temperature.I didn't use the laundry service in the hotel, i went across to Hilton mall laundry shop, that charged HK$30 for 7pounds load of clothes, collection within 3 hours. Its the Wing Shing Dry Cleaning at Shop 2A, level one, hilton plaza (3mins walk from hotel), tel[--](if you need the conceiger to assist you)  ",373
"Gr8 Hotel in Sha Tin We decided to stay at this hotel for just under 2 weeks as a way to see the rest of HK, and for the price it was absolutely great! The hotel is situated in the Northern Territories, and if you plan on staying in HK for more than just a few days, this is an ideal way to see the city, as it has great transport links, which are pretty cheap and efficient. The hotel is situated right next to the huge Sha Tin mall, which has all the usual Western brand names, as well as a wide variety of Western chain restaurants, and some very good Chinese restaurants, all of which are open fairly late.There is currently construction work next to the hotel for a new cinema, but we could not hear any of the noise from the 8th floor, although they had sent us a note saying that the water supply to the rooms will be cut off for a few hours, but this did not really affect us. We did make use of the bar on a number of occassions, and drinks were not too expensive...we did not make use of the restaurants, but the prices seemed much higher than eating in some of the nearby restaurants.As suggested by other reviews, the A41 double decker bus services runs every 15-20 mins between Sha Tin and the airport and only costs 20HKD per person (use exact change), taking 40 mins or so, and this works out much cheaper than using a taxi. We also made regular use of the hourly shuttle service offered by the hotel to Kowloon (which takes 15-20 mins - dropping you off outside the Peninsula hotel) for only 15HKD. If you want to be more flexible try using the very good train service, which is only 3-5 mins walk from the hotel.The park situated behind the river is also very clean and peaceful, and we used it regularly for peaceful walks in the morning and evenings. The heritage museum is also 10 mins walk and is a good way to spend a few hours. We also decided to see the 10,000 Buddhas temple, which again is 10 mins walk, and although it is on a steep hill, there are a number of escalators which take you right to the top for good views of the area.All in all, we would recommend this hotel to anyone that wants to have a nice peaceful stay, away from the hustle bustle of central HK, but at the same time see the city in an effective and efficient way.  ",374
Excellent Value       Standard Room  ,375
"Excellent Value After our disappointment with the Royal Plaza in Kowloon, we spent our last night in Hong Kong at the Royal Park which is in Sha Tin. Wasn't expecting much for the cheap price we paid, but boy were we wrong. This hotel is top notch! Modern, clean line decor throughout the hotel. Rooms were spacious and linens were soft and quite comfy. Hotel provides an hourly shuttle bus to Tsim Sha Tsui (didn't take it but nice to know it is available) and is connected to a shopping mall with train station connections. Although further away from TST and many of the tourisity attractions, it was nice to be away from the hustle and bustle of Kowloon. Staff are very friendly and helpful.  ",376
"Incredible hotel This has got to rank among the best hotels that I have ever been in. Courteous service, convenient location (next to many shopping malls, the A41 route to/from the airport, and a short walk from a train station), and impeccably clean.I was on the 13th floor and didn't smell a whiff of smoke. The view out my window was quite nice however.The pool looked lovely.The only downside: The HK$100 charge for internet feels like being nickle/dimed, but this kind of thing seems to happen at all nice hotels.The area restaurants also seem to close about 30min - 1 hour ahead of their posted times so be careful if you are really jetlagged.  ",377
"4 star in the Suburbs This is a great hotel to stay at, if you plan to see all of Hong Kong and not just the Kowloon and Hong Kong Island. It is1/2 way to Lo Wu, the border with Shenzhen, China. I stay at this hotel often, as I'm working in Sheung Shui or Shenzhen. It's about a 20minute ride to the border, and 20-30 minute ride to Tsim Sha Tsui; which can be quite tiring if you plan to spend evenings downtown. I'd rank this as a 4 star hotel on the US/Euro scale of hotels. The rooms are large, and the staff is very friendly. As with most hotels in HK there is a mall next door - which is where the KCR train station is as well; about a 5 minute walk through the mall. The rooms are nicer and cheaper then all the hotels I've stayed in in Kowloon.  ",378
"Great Value, Convenient and Easy Access to City       Shopping Center Next To Hotel  ",379
"Great Hotel Amazing hotel in an amazing city!Sha Tin is a perfect location as it puts you away from the crowds and noise of city centre but at the same time you can be there in 10 minutes thanks to the KCR. Bus from the airport stops right in front of the door, and the hotel is connected with 4 shopping centres!Hotel itself is a steal at that price, rooms are clean although you would have to upgrade to have a nice view (which we havent done)Service was great and facilities as well.The only thing: do not eat breakfast there: you will be ripped off blind for the stuff you eat - you can get something in the mall across the street for few times cheaper!I would love to go back to Hong Kong and if I do I will be booking with Royal Park once again!  ",380
A Fantastic Find in Hong Kong       Royal Plaza shopping mall  ,381
"Nice, Convenient hotel- Superb staff Thank goodness for trip advisor. First, we arrived at the HK airport. Following the advice of other travelers, we did a few things. First, we exchanged our money at the ATM and saved. Then, we took the A41 shuttle bus to the Royal Park ($20 HKDpp) and saved. It is true; A41 drops you directly in front of the hotel. We paid about $125 USD per night for a superior room on the 13th floor (the only non-smoking floor) . The rooms were a nice size, with lush king bed (so comfy), heavenly pillows, an average sized bathroom with tub/shower, a work desk, and a chaise nestled in the corner. The internet was not free, $100 HKD a day. Calls to china were $50 HKD with additional charges per minute.The staff was the best: helpful, attentive, courteous, professional, did I say helpful. We asked them how to get everywhere and they showed us detail by detail. The conceirge is excellent with good English.The hotel which is conveniently attached to a huge mall with several American stores: BCBG, Calvin Klein, Lacoste, French Connection, Armani Xchange, etc. Also, it is attached to the train stations: KCR, MTR, and other local trains. The railway system is excellent and easy to follow.  ",382
"Truly marvellous       sofa, mini table, free safe,mini bar  ",383
"Nice hotel   showReview(6647768, 'full');   ",384
"Great hotel, convienient to shopping and Public transportation!   showReview(6627655, 'full');   ",385
"Great hotel!   showReview(6563750, 'full');   ",386
"Nice place, next to shopping and public transportation   showReview(6552124, 'full');   ",387
"Good hotel out of the center   showReview(6358516, 'full');   ",388
"Fantastic location, rather out of the centre of HK   showReview(5974001, 'full');   ",389
"Nice hotel, Very nice pool       View 2  ",390
Great Alternative to KLN and HK Island       Shopping heaven!  ,391
"Don't pass up this little gem!   showReview(3722765, 'full');   ",392
"Elegant hotel, perfect for business trip.   showReview(3533991, 'full');   ",393
"銉愩偣銈裤儢銇孏ood锛?#x201d;   showReview(22855617, 'full');   ",394
"銇ㄣ仸銈傝壇銇嬨仯銇熴仹銇?#x201d;   showReview(21744687, 'full');   ",395
"20骞淬亸銈夈亜銇躲倞銇硦銇俱倞銇俱仐銇熴亴   showReview(21744621, 'full');   ",396
"瑕冲厜銇倐渚垮埄銇у畨銇忔硦銇俱倢銇俱仚   showReview(19172838, 'full');   ",397
"ganz begeistert   showReview(16595355, 'full');   ",398
"Empfehlenswert   showReview(11432554, 'full');   ",399
We expected more.       Cannot open the window  ,400
"Modern hotel close to metro station Location-wise I think this hotel is very conveniently located with a metro station just a few steps away. The Sagrada Familia is totally within walking distance (about 15 mins); alternatively it is only one station away if you take the metro. Also, it is a 10-minute taxi ride from Nord bus station which is where you take airport coaches to and from Girona Airport (the Ryan Air airport). The downside is that it is at an intersection of two busy roads so you might have to bear with the noise of the buzzling traffic. The room was fairly modern, but the desks looked pretty dusty (might have something to do with the hotel being situated at the intersection of main roads), and water kept leaking from underneath the sink in our room whenever I turn on the tap. There is also no kettle in the room and it took ages for the hotel staff to bring us hot water. There was free wi-fi in the room but the connection was pretty unstable. If you really need to use the internet, the hotel has a computer down at the lobby.There is obviously room for improvement to keep up to its 4 star rating but service aside if all you need is a modern hotel with a good location, then this is a hotel I would recommend.  ",401
"wonderful rooms we stayed at this hotel for 4 days and it was a very pleasand stay.The hotel is in a great location and the building is new with an excellent inside design.The room was big with a lot of space and modern decoration inspired from the major tourist attractions and it was also very well cleaned every day.Breakfast was ok,stuff was helpful and friendly especially the reception.I certainly recoment this hotel.  ",402
"Not a 4 star hotel by UK standards A contemporary hotel in a good location (Monumental metro literally a 100 yards away), Sagrada Familia 10 minutes walk away. We spent 3 days exploring this great city and didn't spend a great deal of time at the hotel. I have to say that it's not safe to assume that a 4-star hotel will have similar facilities to a typical 4-star hotel in the UK. There were a number of negatives about the hotel that didn't ruin our break, but certainly compelled me to inform others who thinking of booking a stay here.Negatives:* Lack of hotel facilities - an excuse for a bar in the reception area.* Single beds pushed together to make a double - apparently only 4 rooms in the hotel have double beds, make sure you double check if you are getting a double bed in advance* Beds are the firmest I've ever slept on - fine if you like them that way but very hard.* First time I've ever come across this in any hotel but twice around midnight, we came back to the hotel only to find a sign in the window stating 'back in 5 minutes' and the doors locked! We never felt unsafe in the area but a single female traveller might not take too kindly to having to hang around outside the hotel at that hour....* One single toiletry item - shower gel, typical theme in the hotel, a feeling of a lack of facilities.* The biggest issue for me was the fact that the hotel only offer an ironing service and do not provide an iron and iron board to the room. This took us by surprise and if we'd had all the clothes ironed we brought with us, it would have cost over 100 Euros. Perhaps this is a typical policy in Spanish hotels (I've had a similar thing in Athens) but it's a warning for those on a longer break that there is a risk of significant additional costs.* Staff were miserable and we felt like an inconvenience to them at times. A complaint about the twin beds was met with a shake of the shoulders and upon checking out, the receptionist didn't ask if we'd had a nice stay or even said thank you or goodbye - not a big issue, but evidence of a lack of good management and customer care.There is no way this is a 4 star hotel, yes the rooms are nicely furnished, but the sheer lack of facilities made it a three star at best with a BB feel.I would rarely stay at the same hotel twice as it is, but there is absolutely no way I would stay at this place again. I'm sure there are much better bases from which to explore this wonderful city from.  ",403
"Eurostar Gaudi Dec. 2007 We stayed here for three nights beginning Dec.2nd. following a nine day cruise. We took a taxi that had room for four and cruise luggage. The taxis charge by the piece and for a larger minivan. We paid about 30 Euros with tip. While checking in, a member of our party had two carryons stolen by thieves in the lobby at around 9am in the morning. The girl at the desk let two men in the lobby while we were checking in. These men were not guests of the hotel and casually walked in, hung around the area and casually walked out with the carryon luggage before our friend knew what happened. I was involved with checking in and providing passports along with my friend. His wife went to the bathroom and our other friends were looking at the lobby internet and reading maps so stay vigilant even in the small lobby of a small hotel. The rooms were clean and modern and we had a good view of the circle and the towers of Segrada Familia a few blocks away. There is shower gel, soap, but no shampoo. They have fancy showers but only half partition of glass so flooding is common. The drainage is very slow. The towels smell like vinegar. The flat screen worked but not too many offerings in English. There are no good places to eat around the hotel. We don't like the cafe bars. The food is horrible and expensive. The good restaurants are down toward the Port and La Ramblas. The restaurants and cafes are smoke filled so those allergic, don't go to Barcelona. It seems like most people smoke. We saw many young teenagers smoking like chimneys. We used a two day hop on hop off bus at $23 Euros per person and caught it at the Segrada Familia. The metro was really close by the hotel- Monument station was less than a block away, 1.5 Euros each way. The Segrada Familia station was near the tourist site about 4 blocks away. Food is expensive, look for menu of the day offerings for value. Our US dollars don't go far in Europe.We enjoyed the Gothic Quarter and Park Guell. We visited some of the other stops and shopped in local districts on the tour bus route. We noticed that the general population and the non-tourist trade shop keepers have different hours from Americans. We get the impression that they don't work many hours a day. There is plenty to see and it will take more than three days to see many of the main sites. We paid 40 Euros for a taxi to the airport for 4 with 8 pieces of luggage. Other than the robbery, our friends enjoyed the Egyptian museum and Picasso Museum. It was an experience-good and bad.  ",404
"Nice and clean, minor issues This shouldn't be taken for the Gaudi Hotel from La Rambla (which I don't know, just that they are different). Eurostars' Gaudi is 10 minutes walk from Sagrada. If you're lucky you'll view it's roof from the hotel's window. Sagrada is close, but this is not downtown nor the gothic quarter (which is a little bit dirty imo). This is not a central hotel, but it's a quiet neigborhood (for a city).If you want the best of this hotel, ask for one of the rooms with terrace (last floor). They should be much nicer than the rest and bigger (especially if you've seen their website). We stayed in the smallest room, the one near elevators. Those are smaller than the regular ones, but we were OK, it was just a weekend trip.However, if you stay longer, get away from the elevators. The doors are indeed paper sheet, you will be woke up by your neighbors, not by the clock or sun ;) Didn't hear much of the noise on the street, but heard every foot step on the hallway.The hotel is 1 min from the subway station. Very very handy. One issue I noticed is that you will have to switch trains at least once from here, no matter where you head to. Didn't bother me a lot, but worths mentioning.Hotel is clean, furniture was new. A little bit cheap, trying to imitate expensive furniture. It is not... Anyway, better to imitate nice furniture than to have expensive ugly furniture.Didn't have anything to ask to staff so I can't comment. TV stations are not working well, but who needs that in Barcelona? Breakfast is enjoyable here (would be nicer with a view, but the hotel is very small) and there are so many things to do out there. Tip: Definitely go to Barceloneta if you like seafood. Choose any of the 100 fish restaurants there.  ",405
"Good hotel, good location The hotel was new and clean. The room was large and had all the mod cons for a 4 start hotel. The staff was helpful and assisted where possible with my friend who was ill. Free internet. The location was also good - 5 minutes from the Sagrada Familia and about a 15-20min minute walk to the Placa Catalunya or else you can get the bus (5mins  1.25euros) or a taxi for about 4euros. The only downside is that there isn't alot of eateries around the hotel. Definitely recommend this hotel.  ",406
"Romantic Weekend Spoiled Overall a hotel with very nice rooms. However, not acceptable as a 4 star hotel (this is what you pay at the end of the day)Rooms- very nice and clean- TV was not working- Minibar was not refilled- soap, shower gel and body lotion was not refilled. Again, if one goes into a 4 star hotel one should not have to buy hygienic accessories in the supermarket next doorBreakfast: - unfortunately only 2 kinds of sausages, 2 different cheeses- no eggs- no coffee and no tee at 10:30 a.m (although we were told, breakfast is until 11 a.m.) This was clearly not acceptable for a 4 Star hotel. Also, we paid 12 euro per person for this meal.Service- we have complained but were not given any feedback- some reception staff (not all !!) were really rudeAgain, very nice rooms (size, look etc.) but everything else in our opinion is not even 3 star, i.e. you don't get what you pay for.  ",407
"Nice clean hotel We stayed at this hotel in September 2006 and really enjoyed it. We had a great view of the Sagrada Familia from our bedroom window. The room was large, clean and modern with very effective air conditioning. There is a metro stop right next to the hotel which makes it very easy to get around. Alternatively, a taxi from the main tourist areas at night is inexpensive and easy to get. It is a modern clean hotel and while it is not right in the centre of the tourist area, it is easily accessible.  ",408
Lovely Hotel Seven of us stayed at this hotel for 4 nights in August. It is a small but lovely boutique hotel which is very modern and clean and the staff are so helpful and pleasant. It is close to the metro station which allows travel around Barcelona and its attractions although the hotel is in walking distance of the Sagrad Familia (which can be seen from the hotel) the beach and the marina. On the last day we were not due to leave Barcelona until 1800 hrs and were able to pay 30 euros to keep a room on until 1700 hrs and were provided with clean towels for everyone. Would definitely use this hotel again.  ,409
Very impressed! This was a lovely hotel - room was lovely and clean and had good soundproofing considering its on the corner of some busy roads!! Its not far from Sagrada Famailia and we could see it from our room. The bathroom was lovely with an amazing power shower. I can not fault this hotel at all. We didn't have breakfast so can't comment on that although maybe a little expensive at 12 euros! Its also very close to the Metro although we didn't use it. We did walk from La Ramblas and it took about 20 minutes. On the other hand we didn't particularly like Barcelona it was very expensive and also way too crowded but i guess the time of year didn't help. If you like busy busy busy and queuing then this is the place for you! We were so glad we chose this great hotel to come back too at the end of the day!  ,410
"Fantastic Hotel A truly excellent hotel experience. Within walking distance of Sagrada Familia, right next to the Monumental Metro station. Room was clean, not big, but very classy with a wall-mounted plasma TV and mural featuring one of Gaudi's buildings. The shower had multiple spray jets and a full marble bathroom. There is free internet in the lobby. Staff spoke excellent English and were very helpful with directions, mailing postcards, etc. Room was quiet and had a great view of the Gran Via and Cathedral. Definitely a great choice for a stay in Barcelona.  ",411
"Great Value A few blocks from Sagrada Familia, a few minutes walk from two Metro stations, with several good and relatively inexpensive restaurants close by, clean and modern with helpful and friendly staff. What could be better! Expect though (very) firm beds.  ",412
"best hotel ive ever stayed in This hotel is by far the best one in which i've ever had the pleasure of staying. The rooms are very modern and clean, service is outstanding and the views from many of the rooms are breathtaking. It's also in a extremely convenient location, next to the underground entrance, and so is a perfect hotel for those who wish to see the sights of this wonderful city without staying in the busy, and often noisy centre. I'd recommend this to anyone- fantastic.  ",413
Enjoyed Barcelona       Dad posing.  ,414
"Great Hotel My wife and I wanted a quiet hotel that was modern and clean, and this hotel was just perfect. Everything looked very designer and new, the rooms were not massive but the bathroom was every thing you could wish for all marble and stylish.We booked with breakfast which I would recommend as they had a wide choice of buffet style food, from rolls,cold meats, to bacon, egg and sausage! The staff were all very helpful too, so full marks.The hotel is only a short walk from the Sagrada Familia Cathedral, and right next to Monumental Metro station on line2, just 2 stops from the central Placa de Catalunya. Buy a 10 trips ticket at the easy to use automatic machines and wonder at how cheap it is to travel there.By the way , we found the Airport Bus from directly outside the arrivals hall to be fantastic value! just 3euros75 each to the center of town which takes 20mins and runs every 10mins!! Why can't we do this kind of service in England at an affordable price?We enjoyed Barcelona and the Hotel was great.  ",415
nice modern hotel       bedroom  ,416
Great place to stay!       Our view  ,417
A gem in the Example District       room with a view  ,418
